Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Bases;Average Length;Status)	Barcode	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Serovar	Subspecies	Disease	Antigenic Formulas	Lab Contact	Phage Type	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Date Entered	Release Date	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC900 (ceBG)	HC2000 (Super-lineage)	HC2600	HC2850 (subsp.)
SAL_DB2415AA	1932	SRR11823228;ILLUMINA;Paired;;SRX8373797;;;SRA	SAL_DB2415AA	Environment	Plant	Cocoa; beans						Canada	Ontario	Ottawa					Solt	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979461	SRS6688961	2020-05-22	2020-05-21	NaN	233055	233055	233055	233055	233055	233055	3415	3415	3415	3415	3415	3415	2	2
SAL_DB2416AA	1934	SRR11823229;ILLUMINA;Paired;;SRX8373796;;;SRA	SAL_DB2416AA	Food	ND/Others	Chocolate	1998	3				Canada	Ontario		Scarborough				Pasing	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979460	SRS6688960	2020-05-22	2020-05-21	NaN	233054	233054	233054	233054	233054	233054	167411	167411	167411	167411	167411	129100	2	2
SAL_DB2418AA	2789	SRR11823231;ILLUMINA;Paired;;SRX8373794;;;SRA	SAL_DB2418AA	Environment	Plant	Cocoa; beans						Canada	Ontario	Ottawa					Luckenwalde	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979458	SRS6688958	2020-05-22	2020-05-21	NaN	233052	233052	233052	233052	233052	233052	233052	32459	32459	32459	32459	32459	7622	2
SAL_DB2420AA	166	SRR11823233;ILLUMINA;Paired;;SRX8373792;;;SRA	SAL_DB2420AA	Aquatic Animal	Shellfish	Oysters					North America	Canada	Ontario	Ottawa					Senftenberg (Predicted)	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979456	SRS6688956	2020-05-22	2020-05-21	NaN	233057	233057	233057	233057	233057	23676	42	42	42	42	42	42	42	2
SAL_DB2421AA	2539	SRR11823234;ILLUMINA;Paired;;SRX8373791;;;SRA	SAL_DB2421AA	Food	Plant	Sesame; tahini						Canada	Ontario	Ottawa					Indikan				Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979455	SRS6688955	2020-05-22	2020-05-21	NaN	233061	233061	233061	233061	80196	11030	2009	2009	2009	2009	2009	466	2	2
SAL_DB2423AA	185	SRR11823236;ILLUMINA;Paired;;SRX8373789;;;SRA	SAL_DB2423AA	Aquatic Animal	Shellfish	Conch	1996	9				Canada	British Columbia	Metro Vancouver Regional District	Burnaby				Hull	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979454	SRS6688953	2020-05-22	2020-05-21	NaN	233062	233062	233062	233062	233062	26587	1285	1285	1285	1285	1285	1285	2	2
SAL_DB2424AA	1989	SRR11823237;ILLUMINA;Paired;;SRX8373788;;;SRA	SAL_DB2424AA	Environment	Plant	Sesame	1996	7				Canada	Quebec	Longueuil (agglomeration)	Longueuil				Godesberg	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979453	SRS6688952	2020-05-22	2020-05-21	NaN	233082	233082	233082	233082	233082	233082	233082	64601	64601	64601	64601	64601	64601	2
SAL_DB2425AA	2879	SRR11823238;ILLUMINA;Paired;;SRX8373787;;;SRA	SAL_DB2425AA	Animal Feed	Unspecified Meat	animal feed						Canada	Ontario	Ottawa					Fresno	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979452	SRS6688951	2020-05-22	2020-05-21	NaN	233069	233069	233069	233069	233069	233069	233069	233069	233069	233069	233069	233069	53993	2
SAL_DB2426AA	2006	SRR11823239;ILLUMINA;Paired;;SRX8373786;;;SRA	SAL_DB2426AA	Food	Plant	rice seasoning						Canada	Ontario	Ottawa					Falkensee	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979451	SRS6688950	2020-05-22	2020-05-21	NaN	233066	233066	233066	233066	233066	47394	781	781	781	781	781	781	781	2
SAL_DB2427AA	2724	SRR11823240;ILLUMINA;Paired;;SRX8373785;;;SRA	SAL_DB2427AA	Wild Animal	Reptile	Agamid	1984	3				Canada	Ontario	Toronto					Elisabethville	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979450	SRS6688949	2020-05-22	2020-05-21	NaN	233070	233070	233070	233070	233070	233070	24890	24890	24890	24890	24890	24890	2	2
SAL_DB2428AA	2372	SRR11823241;ILLUMINA;Paired;;SRX8373784;;;SRA	SAL_DB2428AA									Canada	Ontario	Ottawa					Duesseldorf	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979449	SRS6688948	2020-05-22	2020-05-21	NaN	233067	233067	233067	233067	233067	233067	55	55	55	55	55	55	55	2
SAL_DB2430AA	217	SRR11823243;ILLUMINA;Paired;;SRX8373782;;;SRA	SAL_DB2430AA	Aquatic Animal	Fish	Eel						Canada	British Columbia	Metro Vancouver Regional District	Burnaby				Cremieu	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979447	SRS6688946	2020-05-22	2020-05-21	NaN	233064	233064	233064	233064	233064	233064	233064	141145	141145	881	391	44	2	2
SAL_DB2431AA	225	SRR11823244;ILLUMINA;Paired;;SRX8373781;;;SRA	SAL_DB2431AA	Environment	Plant	Seaweed	1996	3				Canada	British Columbia	Metro Vancouver Regional District	Burnaby				Chingola	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979446	SRS6688945	2020-05-22	2020-05-21	NaN	233065	233065	233065	233065	233065	233065	233065	233065	233065	25210	13490	242	2	2
SAL_DB2432AA	2856	SRR11823245;ILLUMINA;Paired;;SRX8373780;;;SRA	SAL_DB2432AA	Aquatic Animal	Shellfish	Shrimp	1987	8				Canada	Ontario	Ottawa					Casablanca	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979445	SRS6688944	2020-05-22	2020-05-21	NaN	233068	233068	233068	233068	233068	233068	233068	233068	233068	233068	233068	233068	25214	2
SAL_DB2433AA	131174	SRR11823246;ILLUMINA;Paired;;SRX8373779;;;SRA	SAL_DB2433AA	Human	Human	Homo sapiens						Canada	Quebec	Quebec (Agglomeration)	Quebec City				Newport	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979436	SRS6688943	2020-05-22	2020-05-21	NaN	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	2	2
SAL_DB2434AA	131685	SRR11823247;ILLUMINA;Paired;;SRX8373778;;;SRA	SAL_DB2434AA	Human	Human	Homo sapiens						Canada	Quebec	Quebec (Agglomeration)	Quebec City				Hartford	I			Institut de Biologie Integrative et des Systemes			PRJNA634019	SRP262570	SAMN14979435	SRS6688942	2020-05-22	2020-05-21	NaN	1917	1917	1917	1917	1917	1917	1917	1917	1917	120	120	120	2	2
SAL_EB5219AA	SAL-19-VL-ON-QC-0035	SRR12741641;ILLUMINA;Paired;;SRX9214184;;;SRA	SAL_EB5219AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	11	5		North America	Canada	Quebec						Brandenburg				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129477	SRS7448264	2020-09-30	2020-09-29	NaN	244097	244097	244097	244097	244097	2919	592	592	592	592	592	118	2	2
SAL_EB5220AA	SAL-19-VL-ON-QC-0034	SRR12741642;ILLUMINA;Paired;;SRX9214183;;;SRA	SAL_EB5220AA	Livestock	Swine	Rectal swab (Sus scrofa domesticus)	2019	11	4		North America	Canada	Quebec						I				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129476	SRS7448263	2020-09-30	2020-09-29	NaN	244099	244099	244099	6	2	2	2	2	2	2	2	2	2	2
SAL_EB5221AA	SAL-19-VL-ON-QC-0033	SRR12741643;ILLUMINA;Paired;;SRX9214182;;;SRA	SAL_EB5221AA	Livestock	Swine	Rectal swab (Sus scrofa domesticus)	2019	11	4		North America	Canada	Quebec						I				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129475	SRS7448262	2020-09-30	2020-09-29	NaN	244100	244100	244100	6	2	2	2	2	2	2	2	2	2	2
SAL_EB5222AA	SAL-19-VL-ON-QC-0032	SRR12741644;ILLUMINA;Paired;;SRX9214181;;;SRA	SAL_EB5222AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	10	4		North America	Canada	Quebec						Typhimurium				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129474	SRS7448261	2020-09-30	2020-09-29	NaN	244106	244106	244106	244106	244106	41	41	41	2	2	2	2	2	2
SAL_EB5223AA	SAL-19-VL-ON-QC-0029	SRR12741645;ILLUMINA;Paired;;SRX9214180;;;SRA	SAL_EB5223AA	Livestock	Swine	Rectal swab (Sus scrofa domesticus)	2019	10	3		North America	Canada	Quebec						I				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129473	SRS7448260	2020-09-30	2020-09-29	NaN	244103	244103	244103	244103	2	2	2	2	2	2	2	2	2	2
SAL_EB5224AA	SAL-19-VL-ON-QC-0028	SRR12741646;ILLUMINA;Paired;;SRX9214179;;;SRA	SAL_EB5224AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	9	16		North America	Canada	Quebec						Typhimurium				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129472	SRS7448259	2020-09-30	2020-09-29	NaN	244112	244112	244112	244112	244112	244112	41	41	2	2	2	2	2	2
SAL_EB5225AA	SAL-19-VL-ON-QC-0026	SRR12741647;ILLUMINA;Paired;;SRX9214178;;;SRA	SAL_EB5225AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	9	5		North America	Canada	Quebec						I				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129471	SRS7448258	2020-09-30	2020-09-29	NaN	244102	244102	244102	6	2	2	2	2	2	2	2	2	2	2
SAL_EB5226AA	SAL-19-VL-ON-MB-0016	SRR12741648;ILLUMINA;Paired;;SRX9214177;;;SRA	SAL_EB5226AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	7	23		North America	Canada	Manitoba						Cannstatt (Predicted)				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129516	SRS7448257	2020-09-30	2020-09-29	NaN	244114	244114	244114	50109	4917	4917	4917	4917	4917	4917	4917	4917	28	2
SAL_EB5227AA	SAL-19-VL-ON-MB-0014	SRR12741649;ILLUMINA;Paired;;SRX9214176;;;SRA	SAL_EB5227AA	Poultry	Poultry	Intestine (Meleagris gallopavo)	2019	7	17		North America	Canada	Manitoba										Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129515	SRS7448256	2020-09-30	2020-09-29	NaN	244113	244113	244113	168545	168545	98527	8967	8967	59	59	59	22	2	2
SAL_EB5228AA	SAL-19-VL-ON-MB-0035	SRR12741650;ILLUMINA;Paired;;SRX9214175;;;SRA	SAL_EB5228AA	Livestock	Swine	Intestine (Sus scrofa domesticus)	2019	12	27		North America	Canada	Manitoba										Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129492	SRS7448255	2020-09-30	2020-09-29	NaN	244105	244105	244105	244105	227136	48	48	48	2	2	2	2	2	2
SAL_EB5229AA	SAL-19-VL-ON-MB-0034	SRR12741651;ILLUMINA;Paired;;SRX9214174;;;SRA	SAL_EB5229AA	Livestock	Swine	Lung (Sus scrofa domesticus)	2019	12	10		North America	Canada	Manitoba										Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129491	SRS7448254	2020-09-30	2020-09-29	NaN	244109	244109	244109	244104	306	305	305	305	2	2	2	2	2	2
SAL_EB5230AA	SAL-19-VL-ON-MB-0033	SRR12741652;ILLUMINA;Paired;;SRX9214173;;;SRA	SAL_EB5230AA	Livestock	Swine	Spleen (Sus scrofa domesticus)	2019	12	13		North America	Canada	Manitoba										Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129490	SRS7448253	2020-09-30	2020-09-29	NaN	244104	244104	244104	244104	306	305	305	305	2	2	2	2	2	2
SAL_EB5231AA	SAL-19-VL-ON-MB-0028	SRR12741653;ILLUMINA;Paired;;SRX9214172;;;SRA	SAL_EB5231AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	10	24		North America	Canada	Manitoba										Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129489	SRS7448252	2020-09-30	2020-09-29	NaN	244108	244108	244108	244108	306	305	305	305	2	2	2	2	2	2
SAL_EB5232AA	SAL-19-VL-ON-MB-0025	SRR12741654;ILLUMINA;Paired;;SRX9214171;;;SRA	SAL_EB5232AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	10	8		North America	Canada	Manitoba										Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129488	SRS7448251	2020-09-30	2020-09-29	NaN	244115	244115	244115	244115	244115	78962	29	29	28	28	28	28	28	2
SAL_EB5233AA	SAL-19-VL-ON-QC-0024	SRR12741655;ILLUMINA;Paired;;SRX9214170;;;SRA	SAL_EB5233AA	Livestock	Swine	Rectal swab (Sus scrofa domesticus)	2019	8	14		North America	Canada	Quebec						I				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129470	SRS7448250	2020-09-30	2020-09-29	NaN	244107	198631	198631	198631	2	2	2	2	2	2	2	2	2	2
SAL_EB5234AA	SAL-19-VL-ON-MB-0024	SRR12741656;ILLUMINA;Paired;;SRX9214169;;;SRA	SAL_EB5234AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	9	18		North America	Canada	Manitoba										Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129487	SRS7448249	2020-09-30	2020-09-29	NaN	244120	244120	244120	244120	244120	22678	18648	15139	15139	15139	5362	5362	5362	2
SAL_EB5235AA	SAL-19-VL-ON-MB-0022	SRR12741657;ILLUMINA;Paired;;SRX9214168;;;SRA	SAL_EB5235AA	Livestock	Bovine	Intestine (Bos taurus)	2019	9	11		North America	Canada	Manitoba						Mbandaka				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129486	SRS7448248	2020-09-30	2020-09-29	NaN	244110	244110	244110	244110	16090	10943	4	4	4	4	4	4	2	2
SAL_EB5236AA	SAL-19-VL-ON-MB-0020	SRR12741658;ILLUMINA;Paired;;SRX9214167;;;SRA	SAL_EB5236AA	Companion Animal	Canine	Canine feces (Canis lupus familiaris)	2019	8	19		North America	Canada	Manitoba										Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129485	SRS7448247	2020-09-30	2020-09-29	NaN	244111	244111	244111	244111	306	305	305	305	2	2	2	2	2	2
SAL_EB5237AA	SAL-19-VL-ON-PE-0002	SRR12741659;ILLUMINA;Paired;;SRX9214166;;;SRA	SAL_EB5237AA	Livestock	Bovine	Intestine (Bos taurus)	2019	2			North America	Canada	Nova Scotia						Enteritidis				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129484	SRS7448246	2020-09-30	2020-09-29	NaN	244117	244117	99751	88536	35968	177	12	12	12	12	12	12	2	2
SAL_EB5238AA	SAL-19-VL-ON-PE-0001	SRR12741660;ILLUMINA;Paired;;SRX9214165;;;SRA	SAL_EB5238AA	Wild Animal	Invertebrate	Intestine (Simalia boeleni)	2019	1			North America	Canada	Nova Scotia						Ii				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129483	SRS7448245	2020-09-30	2020-09-29	NaN	244116	244116	244116	244116	91994	74098	74098	74098	74098	74098	74098	74098	4139	724
SAL_EB5239AA	SAL-19-VL-ON-SK-0024	SRR12741661;ILLUMINA;Paired;;SRX9214164;;;SRA	SAL_EB5239AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	6			North America	Canada	Saskatchewan						Anatum	I			Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129482	SRS7448244	2020-09-30	2020-09-29	NaN	244119	244119	244119	244119	244119	8210	7	7	5	5	5	5	2	2
SAL_EB5240AA	SAL-19-VL-ON-SK-0021	SRR12741662;ILLUMINA;Paired;;SRX9214163;;;SRA	SAL_EB5240AA	Livestock	Bovine	Lung (Bos taurus)	2019	6			North America	Canada	Saskatchewan						Dublin				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129481	SRS7448243	2020-09-30	2020-09-29	NaN	244123	244123	244123	244123	52	25	25	25	25	25	25	12	2	2
SAL_EB5241AA	SAL-19-VL-ON-SK-0020	SRR12741663;ILLUMINA;Paired;;SRX9214162;;;SRA	SAL_EB5241AA	Livestock	Swine	Lung (Sus scrofa domesticus)	2019	5			North America	Canada	Saskatchewan						Worthington	I			Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129480	SRS7448242	2020-09-30	2020-09-29	NaN	244121	244121	244121	244121	244121	244121	35	35	35	35	35	35	35	2
SAL_EB5242AA	SAL-19-VL-ON-SK-0017	SRR12741664;ILLUMINA;Paired;;SRX9214161;;;SRA	SAL_EB5242AA	Livestock	Bovine	Lung (Bos taurus)	2019	5			North America	Canada	Saskatchewan						Dublin				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129479	SRS7448241	2020-09-30	2020-09-29	NaN	244118	244118	244118	244118	52	25	25	25	25	25	25	12	2	2
SAL_EB5243AA	SAL-19-VL-ON-SK-0015	SRR12741665;ILLUMINA;Paired;;SRX9214160;;;SRA	SAL_EB5243AA	Livestock	Ovine/Goat (Caprinae)	Placenta (Ovis aries)	2019	4			North America	Canada	Saskatchewan						61:k:1,5 (Predicted)	IIIb			Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129478	SRS7448240	2020-09-30	2020-09-29	NaN	244124	244124	244124	244124	146948	102502	13925	13925	13925	474	474	1	1	1
SAL_EB5244AA	SAL-19-VL-ON-QC-0023	SRR12741666;ILLUMINA;Paired;;SRX9214159;;;SRA	SAL_EB5244AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	8	13		North America	Canada	Quebec						Ohio	I			Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129469	SRS7448239	2020-09-30	2020-09-29	NaN	244122	244122	244122	156927	156927	156927	621	621	621	621	621	621	2	2
SAL_EB5245AA	SAL-19-VL-ON-QC-0021	SRR12741667;ILLUMINA;Paired;;SRX9214158;;;SRA	SAL_EB5245AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	8	19		North America	Canada	Quebec						I				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129468	SRS7448238	2020-09-30	2020-09-29	NaN	244099	244099	244099	6	2	2	2	2	2	2	2	2	2	2
SAL_EB5295AA	SAL-19-VL-ON-SK-0029	SRR12740285;ILLUMINA;Paired;;SRX9212936;;;SRA	SAL_EB5295AA	Livestock	Swine	Intestine (Sus scrofa domesticus)	2019	8			North America	Canada	Saskatchewan						Typhimurium				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129503	SRS7447056	2020-09-30	2020-09-29	NaN	243989	243989	243989	243989	243989	305	305	305	2	2	2	2	2	2
SAL_EB5296AA	SAL-19-VL-ON-SK-0025	SRR12740286;ILLUMINA;Paired;;SRX9212935;;;SRA	SAL_EB5296AA	Livestock	Swine	Intestine (Sus scrofa domesticus)	2019	7			North America	Canada	Saskatchewan						Derby	I			Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129502	SRS7447055	2020-09-30	2020-09-29	NaN	243986	243986	243986	243986	243986	18	3	3	3	3	3	3	2	2
SAL_EB5297AA	SAL-19-VL-ON-ON-0048	SRR12740287;ILLUMINA;Paired;;SRX9212934;;;SRA	SAL_EB5297AA	Livestock	Swine	Intestine (Sus scrofa domesticus)	2019	12			North America	Canada	Ontario						S				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129501	SRS7447054	2020-09-30	2020-09-29	NaN	243988	243988	243988	6	2	2	2	2	2	2	2	2	2	2
SAL_EB5298AA	SAL-19-VL-ON-ON-0044	SRR12740288;ILLUMINA;Paired;;SRX9212933;;;SRA	SAL_EB5298AA	Livestock	Bovine	Lung (Bos taurus)	2019	11			North America	Canada	Ontario						Dublin				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129500	SRS7447053	2020-09-30	2020-09-29	NaN	243995	243995	243995	243995	243995	25	25	25	25	25	25	12	2	2
SAL_EB5299AA	SAL-19-VL-ON-ON-0043	SRR12740289;ILLUMINA;Paired;;SRX9212932;;;SRA	SAL_EB5299AA	Livestock	Bovine	Blood (Bos taurus)	2019	11			North America	Canada	Ontario						Dublin				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129499	SRS7447052	2020-09-30	2020-09-29	NaN	243995	243995	243995	243995	243995	25	25	25	25	25	25	12	2	2
SAL_EB5300AA	SAL-19-VL-ON-ON-0034	SRR12740290;ILLUMINA;Paired;;SRX9212931;;;SRA	SAL_EB5300AA	Livestock	Bovine	Naval (Bos taurus)	2019	9			North America	Canada	Ontario						Cerro				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129497	SRS7447051	2020-09-30	2020-09-29	NaN	243999	243999	243999	243999	243999	243999	56	56	56	56	56	40	10	2
SAL_EB5301AA	SAL-19-VL-ON-ON-0033	SRR12740291;ILLUMINA;Paired;;SRX9212930;;;SRA	SAL_EB5301AA	Livestock	Swine	Feces (Sus scrofa domesticus)	2019	9			North America	Canada	Ontario						Infantis				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129496	SRS7447050	2020-09-30	2020-09-29	NaN	243994	243994	243994	243994	243994	2732	36	36	36	36	36	36	2	2
SAL_EB5302AA	SAL-19-VL-ON-PE-0008	SRR12740292;ILLUMINA;Paired;;SRX9212929;;;SRA	SAL_EB5302AA	Companion Animal	Canine	Urine (Canis lupus familiaris)	2019	10			North America	Canada	Prince Edward Island	Queens County					I				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129514	SRS7447049	2020-09-30	2020-09-29	NaN	243997	243997	243997	243997	243997	102324	2636	2636	2636	2636	2636	1516	1516	2
SAL_EB5303AA	SAL-19-VL-ON-ON-0027	SRR12740293;ILLUMINA;Paired;;SRX9212928;;;SRA	SAL_EB5303AA	Livestock	Bovine	Placenta (Bos taurus)	2019	7			North America	Canada	Ontario						Thompson				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129495	SRS7447048	2020-09-30	2020-09-29	NaN	243996	109144	109144	646	119	119	119	119	119	119	119	119	2	2
SAL_EB5304AA	SAL-19-VL-ON-PE-0005	SRR12740294;ILLUMINA;Paired;;SRX9212927;;;SRA	SAL_EB5304AA	Wild Animal	Reptile	Cloaca (Python regius)	2019	10			North America	Canada	Nova Scotia						Ii				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129513	SRS7447047	2020-09-30	2020-09-29	NaN	244001	244001	244001	244001	244001	74098	74098	74098	74098	74098	74098	74098	4139	724
SAL_EB5305AA	SAL-19-VL-ON-PE-0007	SRR12740295;ILLUMINA;Paired;;SRX9212926;;;SRA	SAL_EB5305AA	Wild Animal	Rodent	Anus (Atelerix albiventris)	2019	9			North America	Canada	Prince Edward Island	Queens County					Typhimurium				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129512	SRS7447046	2020-09-30	2020-09-29	NaN	243998	120299	50830	4512	4512	4512	41	41	2	2	2	2	2	2
SAL_EB5306AA	SAL-19-VL-ON-SK-0048	SRR12740296;ILLUMINA;Paired;;SRX9212925;;;SRA	SAL_EB5306AA	Poultry	Poultry	Spleen (Gallus gallus domesticus)	2019	12			North America	Canada	Saskatchewan						Kentucky				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129511	SRS7447045	2020-09-30	2020-09-29	NaN	244003	244003	244003	244003	233542	233542	15	15	15	15	15	15	15	2
SAL_EB5307AA	SAL-19-VL-ON-SK-0042	SRR12740297;ILLUMINA;Paired;;SRX9212924;;;SRA	SAL_EB5307AA	Livestock	Swine	Ileum (Sus scrofa domesticus)	2019	11			North America	Canada	Saskatchewan						Typhimurium				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129510	SRS7447044	2020-09-30	2020-09-29	NaN	244000	244000	244000	244000	244000	244000	1585	158	2	2	2	2	2	2
SAL_EB5308AA	SAL-19-VL-ON-SK-0041	SRR12740298;ILLUMINA;Paired;;SRX9212923;;;SRA	SAL_EB5308AA	Poultry	Poultry	Spleen (Meleagris gallopavo)	2019	11			North America	Canada	Saskatchewan						Reading				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129509	SRS7447043	2020-09-30	2020-09-29	NaN	244014	244014	244014	60573	60573	593	593	593	593	593	593	118	2	2
SAL_EB5309AA	SAL-19-VL-ON-SK-0039	SRR12740299;ILLUMINA;Paired;;SRX9212922;;;SRA	SAL_EB5309AA	Livestock	Bovine	Intestine (Bos taurus)	2019	10			North America	Canada	Saskatchewan						Dublin				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129508	SRS7447042	2020-09-30	2020-09-29	NaN	244002	244002	244002	244002	236533	25	25	25	25	25	25	12	2	2
SAL_EB5310AA	SAL-19-VL-ON-SK-0037	SRR12740300;ILLUMINA;Paired;;SRX9212921;;;SRA	SAL_EB5310AA	Livestock	Bovine	Lung (Bos taurus)	2019	10			North America	Canada	Saskatchewan						Infantis				Animal Health Laboratory UofG submission group			PRJNA503850	SRP246143	SAMN16129507	SRS7447041	2020-09-30	2020-09-29	NaN	244007	244007	4595	4595	36	36	36	36	36	36	36	36	2	2
